"name","calls","ms","avg_us","min_us","max_us"
"triton_red_fused_mul_silu_split_sum_1",48,22.323266,465.068042,407.717000,505.415000
"void at::native::sbtopk::gatherTopK<c10::BFloat16, unsigned int, 2, false>(at::cuda::detail::TensorInfo<c10::BFloat16 const, unsigned int>, unsigned int, unsigned int, bool, unsigned int, unsigned int, at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, c10::BFloat16*)",96,21.929763,228.435031,202.243000,279.716000
"void transformer_engine::normalization::rmsnorm_fwd_general_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 128u, 1u, 4u, 1u, 8u, transformer_engine::normalization::Kernel_traits_base<128u, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 128u> > >(transformer_engine::normalization::ForwardKernelParams)",192,21.654067,112.781599,24.609000,228.196000
"nvjet_sm103_tst_32x128_64x10_1x2_2cta_h_bz_splitK_NTN",144,20.208991,140.340215,64.897000,204.419000
"nvjet_sm103_tst_32x384_64x4_1x2_2cta_h_bz_NNN",96,18.470058,192.396437,162.498000,223.619000
"void transformer_engine::normalization::rmsnorm_bwd_general_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 128u, 1u, 4u, 1u, 8u, transformer_engine::normalization::Kernel_traits_base<128u, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 128u> >, false>(transformer_engine::normalization::BackwardKernelParams)",96,17.194214,179.106396,41.281000,342.309000
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_vectorized<at::native::(anonymous namespace)::OpaqueType<2u>, unsigned int, 4, 128, 1, 16, 8>(char*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<2u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",240,16.895062,70.396092,10.848000,125.698000
"_row_id_map_pass_2_kernel",96,14.502455,151.067240,138.850000,164.098000
"_row_id_map_pass_3_kernel",96,13.708977,142.801844,129.090000,174.434000
"nvjet_sm103_tst_128x32_64x10_2x1_2cta_v_bz_splitK_NTT",96,13.631217,141.991844,66.656000,219.971000
"nvjet_sm103_tst_256x256_64x4_2x1_2cta_v_bz_NNT",96,13.449194,140.095771,32.576000,267.907000
"nvjet_sm103_tst_256x256_64x4_2x2_2cta_h_bz_NNT",10,13.289869,1328.986900,1317.009000,1336.082000
"nvjet_sm103_tst_128x192_64x7_2x1_2cta_v_bz_NNT",347,12.565795,36.212666,9.824000,162.754000
"nvjet_sm103_tst_128x160_64x8_2x1_2cta_v_bz_TNT",704,12.440615,17.671328,5.760000,86.049000
"void transformer_engine::normalization::rmsnorm_fwd_tuned_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 2048u, 1u, 4u, 1u, 16u, transformer_engine::normalization::Kernel_traits_base<2048u, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 128u> > >(transformer_engine::normalization::ForwardKernelParams)",193,10.917866,56.569254,53.760000,62.336000
"nvjet_sm103_tst_32x64_64x16_4x1_v_bz_NNN",1314,10.601846,8.068376,4.576000,28.320000
"nvjet_sm103_tst_256x128_64x5_2x2f_2cta_h_bz_TNT",238,10.453987,43.924315,20.321000,153.314000
"nvjet_sm103_tst_24x192_64x8_2x1_v_bz_TNN",192,9.847314,51.288094,37.921000,66.657000
"void cudnn::fusion::compute_dot_do_o_specialized<true, 128>(void const*, void const*, void*, void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float, void const*, void const*, void const*, void const*, void const*, bool, void const*, void*, void const*, int, int, int, int, int, int, int, int, int)",48,9.612798,200.266625,198.019000,203.683000
"void transformer_engine::normalization::rmsnorm_bwd_tuned_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 2048u, 1u, 1u, 4u, 16u, transformer_engine::normalization::Kernel_traits_base<2048u, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, 128u> >, false>(transformer_engine::normalization::BackwardKernelParams)",97,8.705263,89.744979,84.993000,94.177000
"nvjet_sm103_tst_256x192_64x4_2x1_2cta_v_bz_TNT",96,7.271838,75.748312,70.816000,90.273000
"void cudnn::fusion::convert_dq_to_16bits<true>(void const*, void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*, float const*, float const*, float*, void const*, void*, void*, bool, bool)",48,7.178716,149.556583,147.233000,152.674000
"nvjet_sm103_tst_128x160_64x8_2x1_2cta_v_bz_NNT",300,7.149594,23.831980,8.608000,90.946000
"nvjet_sm103_tst_128x256_64x6_2x2f_2cta_h_bz_NNT",126,6.978459,55.384595,29.344000,139.234000
"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",348,6.650929,19.111865,3.711000,99.585000
"nvjet_sm103_tst_128x256_64x6_2x2f_2cta_h_bz_TNT",180,6.569119,36.495106,14.785000,144.354000
"nvjet_sm103_tst_176x128_64x8_1x2_2cta_h_bz_TNN",356,6.546137,18.388025,6.495000,88.481000
"nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_splitK_NTT",96,6.527412,67.993875,38.336000,99.233000
"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#1}>, unsigned int, long, 4, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#1}>, unsigned int, long, 4, 4>)",96,5.761997,60.020802,55.489000,67.936000
"void cudnn::fusion::fmha_reduce_head<true>(void const*, void*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float const*, float const*, float const*, float*, void*, bool, void*, bool)",96,5.610534,58.443063,54.592000,62.977000
"nvjet_sm103_tst_32x64_64x16_1x4f_2cta_h_bz_NNN",96,5.393289,56.180094,34.560000,78.561000
"nvjet_sm103_tst_64x8_64x16_4x2_h_bz_TNT",744,4.975957,6.688114,3.520000,19.872000
"nvjet_sm103_tst_64x64_64x16_2x1_2cta_v_bz_TNT",422,4.930035,11.682547,5.152000,33.952000
"_row_id_map_pass_1_kernel",96,4.838684,50.402958,46.113000,57.568000
"nvjet_sm103_tst_256x256_64x3_1x2_h_bz_NNT",48,4.811396,100.237417,89.985000,110.274000
"nvjet_sm103_tst_64x8_64x16_2x4_h_bz_NNT",548,4.322871,7.888451,4.800000,22.592000
"online_softmax_kernel",10,4.094837,409.483700,407.429000,412.934000
"nvjet_sm103_tst_64x8_64x16_1x2_h_bz_TNT",330,4.029662,12.211097,4.800000,38.273000
"nvjet_sm103_tst_64x80_64x16_2x1_2cta_v_bz_TNT",340,4.015858,11.811347,5.280000,36.384000
"nvjet_sm103_tst_48x64_64x16_2x2_2cta_h_bz_TNN",380,3.933017,10.350045,5.408000,31.137000
"nvjet_sm103_tst_64x32_64x16_2x1_2cta_v_bz_TNT",328,3.911400,11.925000,4.864000,43.841000
"nvjet_sm103_tst_64x8_64x16_2x4_h_bz_TNT",422,3.872682,9.176972,4.800000,31.841000
"nvjet_sm103_tst_64x8_64x16_4x2_h_bz_NNT",484,3.733776,7.714413,4.672000,25.153000
"element_mul_kernel",10,3.692817,369.281700,368.389000,371.077000
"cross_entropy_kernel",10,3.690352,369.035200,368.132000,371.205000
"void transformer_engine::normalization::rmsnorm_bwd_finalize_general_kernel<__nv_bfloat16, float, 4u, 1u, 4u, 32u>(transformer_engine::normalization::BackwardKernelParams)",96,3.635849,37.873427,34.784000,40.448000
"nvjet_sm103_tst_128x160_64x5_1x4_h_bz_TNT",96,3.504245,36.502552,35.328000,37.665000
"nvjet_sm103_tst_256x128_64x5_2x1_2cta_v_bz_TNT",102,3.405204,33.384353,12.320000,150.274000
"nvjet_sm103_tst_256x128_64x5_2x2f_2cta_h_bz_NNT",55,3.255785,59.196091,41.216000,151.874000
"nvjet_sm103_tst_64x16_64x16_2x4_2cta_h_bz_TNT",344,3.219304,9.358442,5.023000,31.616000
"nvjet_sm103_tst_64x64_64x16_2x2_2cta_h_bz_NNT",329,3.150558,9.576164,4.928000,25.952000
"nvjet_sm103_tst_192x288_64x5_2x1_2cta_v_bz_TNT",72,3.108592,43.174889,21.408000,141.666000
"nvjet_sm103_tst_64x24_64x16_1x4_h_bz_TNT",446,3.013742,6.757269,3.680000,13.824000
"nvjet_sm103_tst_64x32_64x16_2x4_2cta_h_bz_TNT",328,2.985287,9.101485,5.056000,33.601000
"nvjet_sm103_tst_64x8_64x16_1x4_h_bz_TNT",446,2.910123,6.524939,3.456000,12.768000
"void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",914,2.864394,3.133910,1.696000,6.048000
"nvjet_sm103_tst_128x128_64x8_2x1_2cta_v_bz_TNT",252,2.831176,11.234825,5.472000,42.913000
"nvjet_sm103_tst_96x64_64x15_2x2_2cta_h_bz_TNN",364,2.803803,7.702755,4.192000,25.377000
"nvjet_sm103_tst_64x16_64x16_2x2_2cta_h_bz_NNT",298,2.720829,9.130299,4.768000,29.760000
"nvjet_sm103_tst_64x16_64x16_1x2_h_bz_TNT",222,2.717470,12.240856,5.088000,28.641000
"nvjet_sm103_tst_128x96_64x9_2x1_2cta_v_bz_TNT",258,2.701659,10.471547,4.928000,33.664000
"nvjet_sm103_tst_128x240_64x6_2x1_2cta_v_bz_TNT",152,2.519741,16.577243,7.584000,42.529000
"nvjet_sm103_tst_64x64_64x16_2x2_2cta_h_bz_TNT",380,2.516836,6.623253,3.968000,12.545000
"nvjet_sm103_tst_64x16_64x16_2x1_2cta_v_bz_TNT",224,2.501510,11.167455,4.928000,30.625000
"nvjet_sm103_tst_64x32_64x16_2x2_2cta_h_bz_NNT",270,2.456702,9.098896,4.992000,24.448000
"nvjet_sm103_tst_112x64_64x14_1x2_2cta_h_bz_TNN",180,2.350686,13.059367,6.272000,38.720000
"nvjet_sm103_tst_256x136_64x4_1x2_h_bz_TNT",138,2.338369,16.944703,8.192000,49.088000
"nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_NNT",234,2.318428,9.907812,5.216000,24.320000
"nvjet_sm103_tst_64x8_64x16_1x4_h_bz_NNT",223,2.256154,10.117283,4.545000,18.177000
"nvjet_sm103_tst_256x128_64x5_2x4f_2cta_h_bz_TNT",56,2.255776,40.281714,24.896000,56.513000
"nvjet_sm103_tst_64x16_64x16_2x2_2cta_h_bz_TNT",344,2.239620,6.510523,3.584000,15.808000
"nvjet_sm103_tst_128x192_64x7_2x2_2cta_h_bz_NNT",112,2.194456,19.593357,10.048000,33.025000
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",532,2.192367,4.120991,2.432000,16.704000
"nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_TNT",328,2.181982,6.652384,3.871000,15.328000
"nvjet_sm103_tst_64x32_64x16_2x2_2cta_h_bz_TNT",328,2.147314,6.546689,3.744000,15.745000
"nvjet_sm103_tst_256x208_64x4_2x1_2cta_v_bz_TNT",84,2.147297,25.563060,10.944000,55.041000
"void cublasLt::splitKreduce_kernel<32, 16, int, float, __nv_bfloat16, float, __nv_bfloat16, false, float, __nv_bfloat16, __nv_bfloat16, true, false, false, false>(cublasLt::cublasSplitKParams<float>, float const*, __nv_bfloat16 const*, float*, __nv_bfloat16*, float const*, float const*, __nv_bfloat16 const*, float const*, __nv_bfloat16*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",452,2.130557,4.713622,2.624000,7.712000
"nvjet_sm103_tst_96x128_64x9_2x2_2cta_h_bz_TNN",220,2.118016,9.627345,5.216000,33.633000
"nvjet_sm103_tst_64x128_64x13_2x1_2cta_v_bz_TNT",168,2.099674,12.498060,5.920000,30.496000
"nvjet_sm103_tst_128x64_64x9_1x2_h_bz_splitK_NTT",48,2.066453,43.051104,41.697000,44.576000
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",388,2.061683,5.313616,1.696000,6.529000
"nvjet_sm103_tst_96x64_64x13_2x2_2cta_h_bz_NNN",199,2.023362,10.167648,5.952000,21.024000
"nvjet_sm103_tst_64x96_64x15_2x1_2cta_v_bz_TNT",174,1.970528,11.324874,5.536000,33.505000
"nvjet_sm103_tst_128x80_64x8_1x2_h_bz_TNT",138,1.961177,14.211428,7.680000,44.033000
"nvjet_sm103_tst_128x224_64x7_2x1_2cta_v_bz_TNT",130,1.957725,15.059423,7.168000,49.505000
"nvjet_sm103_tst_32x256_64x6_1x2_2cta_h_bz_splitK_NNN",10,1.946202,194.620200,193.091000,196.546000
"nvjet_sm103_tst_64x80_64x16_2x2_2cta_h_bz_TNT",290,1.922549,6.629479,4.096000,14.784000
"nvjet_sm103_tst_256x128_64x5_2x1_2cta_v_bz_NNT",37,1.869946,50.539081,21.440000,146.242000
"nvjet_sm103_tst_192x256_64x5_2x1_2cta_v_bz_TNT",9,1.869368,207.707556,205.827000,208.835000
"nvjet_sm103_tst_256x96_64x5_2x1_2cta_v_bz_TNT",86,1.853409,21.551267,11.073000,43.745000
"nvjet_sm103_tst_256x128_64x5_2x2_2cta_h_bz_TNT",94,1.844534,19.622702,11.968000,35.360000
"void at::native::vectorized_elementwise_kernel<4, at::native::cos_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::cos_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",192,1.843708,9.602646,8.768000,11.328000
"nvjet_sm103_tst_32x384_64x4_1x4f_2cta_h_bz_NTN",10,1.807222,180.722200,178.466000,182.562000
"nvjet_sm103_tst_64x48_64x16_2x1_2cta_v_bz_TNT",150,1.763583,11.757220,5.408000,30.240000
"nvjet_sm103_tst_128x80_64x10_2x2_2cta_h_bz_NNT",157,1.742936,11.101503,6.464000,23.041000
"nvjet_sm103_tst_64x80_64x16_2x2_2cta_h_bz_NNT",175,1.689427,9.653869,5.248000,24.577000
"nvjet_sm103_tst_64x24_64x16_1x4_h_bz_NNT",166,1.661812,10.010916,5.120000,24.768000
"nvjet_sm103_tst_64x16_64x16_1x4_h_bz_NNT",165,1.649014,9.994024,5.120000,22.017000
"nvjet_sm103_tst_64x64_64x16_2x1_2cta_v_bz_NNT",163,1.627666,9.985681,5.152000,35.425000
"nvjet_sm103_tst_128x128_64x8_2x1_2cta_v_bz_NNT",114,1.590929,13.955518,7.680000,34.945000
"nvjet_sm103_tst_64x80_64x16_2x1_2cta_v_bz_NNT",152,1.546357,10.173401,5.600000,35.872000
"nvjet_sm103_tst_128x192_64x7_2x2f_2cta_h_bz_TNT",56,1.535134,27.413107,18.208000,63.265000
"nvjet_sm103_tst_256x136_64x4_1x2_h_bz_NNT",61,1.533779,25.143918,13.664000,50.081000
"nvjet_sm103_tst_128x160_64x8_2x2_2cta_h_bz_NNT",90,1.526904,16.965600,9.184000,31.680000
"void at::native::bitonicSortKVInPlace<2, -1, 16, 16, c10::BFloat16, long, at::native::GTOp<c10::BFloat16, true>, unsigned int>(at::cuda::detail::TensorInfo<c10::BFloat16, unsigned int>, unsigned int, unsigned int, unsigned int, at::cuda::detail::TensorInfo<long, unsigned int>, unsigned int, at::native::GTOp<c10::BFloat16, true>)",48,1.513012,31.521083,26.880000,35.296000
"nvjet_sm103_tst_128x80_64x10_2x2_2cta_h_bz_TNT",196,1.506770,7.687602,4.736000,18.433000
"nvjet_sm103_tst_128x240_64x6_2x1_2cta_v_bz_NNT",66,1.473714,22.329000,11.936000,50.432000
"nvjet_sm103_tst_64x24_64x16_1x2_h_bz_TNT",128,1.464980,11.445156,5.185000,29.281000
"nvjet_sm103_tst_128x80_64x10_2x1_2cta_v_bz_TNT",166,1.463432,8.815855,4.544000,20.576000
"void at::native::vectorized_elementwise_kernel<4, at::native::sin_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sin_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",192,1.448555,7.544557,6.688000,9.088000
"nvjet_sm103_tst_128x192_64x7_2x2f_2cta_h_bz_NNT",32,1.424846,44.526438,21.568000,151.490000
"nvjet_sm103_tst_128x64_64x10_2x2_2cta_h_bz_NNT",139,1.423161,10.238568,6.527000,18.080000
"nvjet_sm103_tst_32x64_64x16_1x2_2cta_h_bz_splitK_NTN",48,1.388659,28.930396,27.712000,31.201000
"nvjet_sm103_tst_128x64_64x10_2x2_2cta_h_bz_TNT",190,1.385622,7.292747,4.544000,13.984000
"nvjet_sm103_tst_256x208_64x4_2x1_2cta_v_bz_NNT",42,1.376595,32.776071,17.056000,53.120000
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",96,1.331515,13.869948,12.608000,16.096000
"nvjet_sm103_tst_64x16_64x16_2x4_2cta_h_bz_NNT",164,1.302283,7.940750,4.768000,17.824000
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",108,1.285267,11.900620,2.465000,15.137000
"nvjet_sm103_tst_192x176_64x6_2x1_2cta_v_bz_TNT",50,1.274737,25.494740,14.240000,43.584000
"nvjet_sm103_tst_128x160_64x8_2x2f_2cta_h_bz_TNT",58,1.247026,21.500448,15.904000,36.320000
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",98,1.244950,12.703571,1.631000,15.169000
"nvjet_sm103_tst_128x80_64x10_4x1_2cta_v_bz_TNT",106,1.239760,11.695849,7.008000,33.440000
"nvjet_sm103_tst_192x288_64x5_2x1_2cta_v_bz_NNT",26,1.223822,47.070077,24.960000,79.617000
"nvjet_sm103_tst_64x8_64x16_1x2_h_bz_NNT",111,1.185741,10.682351,5.088000,33.025000
"nvjet_sm103_tst_128x208_64x7_2x1_2cta_v_bz_TNT",96,1.174417,12.233510,6.880000,33.760000
"nvjet_sm103_tst_128x200_64x5_2x1_v_bz_TNT",86,1.168690,13.589419,7.168000,44.993000
"nvjet_sm103_tst_256x224_64x4_2x2_2cta_h_bz_TNT",42,1.151602,27.419095,21.440000,57.216000
"nvjet_sm103_tst_128x48_64x11_2x1_2cta_v_bz_TNT",134,1.124874,8.394582,4.352000,24.257000
"nvjet_sm103_tst_256x128_64x5_2x4f_2cta_h_bz_NNT",29,1.098577,37.881966,29.473000,51.521000
"nvjet_sm103_tst_96x128_64x9_2x2_2cta_h_bz_NNN",94,1.084879,11.541266,7.424000,22.464000
"nvjet_sm103_tst_128x144_64x8_2x1_2cta_v_bz_TNT",90,1.068904,11.876711,5.696000,27.552000
