Generating SQLite file cp8ep1.L2.rank0.gate_up.timeline.sqlite from cp8ep1.L2.rank0.gate_up.timeline.nsys-rep
Processing [cp8ep1.L2.rank0.gate_up.timeline.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
1.7,2909235,115,25297.7,23392.0,14176,56576,7784.3,nvjet_sm103_tst_64x8_64x16_4x1_v_bz_NNT
1.6,2890037,20,144501.9,139457.0,57472,254530,71571.1,nvjet_sm103_tst_256x128_64x5_2x1_2cta_v_bz_TNT
1.6,2747508,30,91583.6,92080.5,48064,136353,20846.7,nvjet_sm103_tst_128x160_64x8_2x1_2cta_v_bz_TNT
1.3,2351252,50,47025.0,47937.0,30593,66017,9854.9,nvjet_sm103_tst_128x208_64x7_2x1_2cta_v_bz_NNT
1.3,2230228,45,49560.6,47521.0,24480,82209,12966.3,nvjet_sm103_tst_192x176_64x6_2x2_2cta_h_bz_NNT
1.2,2126895,45,47264.3,43456.0,23904,114977,18452.7,nvjet_sm103_tst_128x128_64x8_2x2_2cta_h_bz_TNT
1.0,1835017,40,45875.4,44176.5,24032,67552,11612.0,nvjet_sm103_tst_128x176_64x7_2x2_2cta_h_bz_TNT
1.0,1832423,135,13573.5,10720.0,4768,49984,8995.8,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)0, float, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
1.0,1817390,20,90869.5,96081.0,71680,116129,12964.6,nvjet_sm103_tst_128x256_64x6_2x2f_2cta_h_bz_NNT
1.0,1792879,55,32597.8,28448.0,12641,70529,12830.3,nvjet_sm103_tst_64x64_64x16_2x2_2cta_h_bz_TNT
0.9,1632302,55,29678.2,27552.0,13472,59904,10158.7,nvjet_sm103_tst_64x16_64x16_2x2_2cta_h_bz_TNT
0.9,1627915,50,32558.3,26992.0,19520,92608,16192.3,nvjet_sm103_tst_64x8_64x16_2x2_h_bz_TNT
0.9,1623755,30,54125.2,52368.0,36832,87905,11348.9,nvjet_sm103_tst_128x224_64x7_2x1_2cta_v_bz_NNT
0.9,1598446,50,31968.9,27840.0,21312,51904,9250.9,nvjet_sm103_tst_64x96_64x15_2x2_2cta_h_bz_TNT
0.9,1573811,25,62952.4,52512.0,36161,117121,23223.0,nvjet_sm103_tst_128x192_64x7_2x2_2cta_h_bz_TNT
0.9,1547313,25,61892.5,52289.0,34240,110529,22951.7,nvjet_sm103_tst_192x112_64x6_2x2_2cta_h_bz_TNT
0.9,1514923,35,43283.5,39136.0,26208,73473,12434.2,nvjet_sm103_tst_128x128_64x8_2x1_2cta_v_bz_NNT
0.9,1510477,15,100698.5,94177.0,55840,140353,27199.6,nvjet_sm103_tst_256x208_64x4_2x1_2cta_v_bz_TNT
0.8,1446863,25,57874.5,54976.0,40096,82912,10437.4,nvjet_sm103_tst_256x136_64x4_1x2_h_bz_NNT
0.8,1376971,10,137697.1,144945.0,107297,169730,23781.9,nvjet_sm103_tst_128x256_64x6_2x1_2cta_v_bz_TNT
0.8,1364652,10,136465.2,126609.0,96545,218658,45985.3,nvjet_sm103_tst_128x240_64x6_2x1_2cta_v_bz_TNT
0.8,1323401,15,88226.7,80160.0,60161,136737,23279.7,nvjet_sm103_tst_256x136_64x4_2x1_v_bz_TNT
0.7,1300584,30,43352.8,40768.0,29984,65856,9913.5,nvjet_sm103_tst_192x128_64x6_2x2_2cta_h_bz_NNT
0.7,1300105,50,26002.1,24096.0,17281,46048,6635.8,nvjet_sm103_tst_64x16_64x16_4x1_2cta_v_bz_NNT
0.7,1182441,40,29561.0,24960.0,17792,61953,11455.8,nvjet_sm103_tst_64x24_64x16_4x1_v_bz_NNT
0.7,1170086,30,39002.9,38560.0,28513,59392,7491.2,nvjet_sm103_tst_128x72_64x8_1x4_h_bz_TNT
0.7,1160746,25,46429.8,44769.0,28001,84705,14436.8,nvjet_sm103_tst_128x144_64x8_2x2_2cta_h_bz_TNT
0.7,1140745,25,45629.8,43264.0,31137,76992,11248.4,nvjet_sm103_tst_96x128_64x7_4x1_v_bz_TNN
0.6,1111943,30,37064.8,32288.5,27073,68705,9786.1,nvjet_sm103_tst_128x96_64x9_2x1_2cta_v_bz_NNT
0.6,1106279,25,44251.2,39264.0,26112,73504,13958.0,nvjet_sm103_tst_128x112_64x9_2x1_2cta_v_bz_NNT
0.6,1062982,15,70865.5,72641.0,41024,106464,19909.0,nvjet_sm103_tst_256x128_64x5_2x2_2cta_h_bz_TNT
0.6,1024549,30,34151.6,32960.0,23200,50145,7231.7,nvjet_sm103_tst_128x64_64x10_2x2_2cta_h_bz_TNT
0.6,998885,20,49944.3,46576.5,28896,99168,21828.8,nvjet_sm103_tst_128x112_64x9_2x2_2cta_h_bz_TNT
0.6,981352,5,196270.4,200577.0,177186,224866,19742.9,nvjet_sm103_tst_256x136_64x4_1x2_h_bz_TNT
0.6,974281,35,27836.6,25024.0,17088,51841,8760.3,nvjet_sm103_tst_64x24_64x16_2x2_h_bz_TNT
0.5,959305,15,63953.7,62817.0,51201,79073,7779.3,nvjet_sm103_tst_256x208_64x4_2x1_2cta_v_bz_NNT
0.5,914146,30,30471.5,28192.0,21504,53665,8448.5,nvjet_sm103_tst_64x32_64x16_2x2_2cta_h_bz_TNT
0.5,907175,5,181435.0,190465.0,157089,209026,23151.8,nvjet_sm103_tst_128x232_64x4_4x1f_v_bz_TNT
0.5,858822,15,57254.8,47424.0,31552,131105,28368.7,nvjet_sm103_tst_192x160_64x6_2x2_2cta_h_bz_NNT
0.5,840839,20,42041.9,39248.5,31488,55136,8484.5,nvjet_sm103_tst_192x112_64x6_2x2_2cta_h_bz_NNT
0.5,819172,20,40958.6,43200.5,23840,57408,11268.1,nvjet_sm103_tst_128x72_64x8_2x1_v_bz_NNT
0.4,774565,5,154913.0,161665.0,131009,186561,23833.4,nvjet_sm103_tst_256x240_64x4_2x2_2cta_h_bz_TNT
0.4,761797,25,30471.9,28160.0,19904,47265,8214.0,nvjet_sm103_tst_128x32_64x11_2x2_2cta_h_bz_NNT
0.4,761734,5,152346.8,158529.0,126593,176738,23231.0,nvjet_sm103_tst_128x256_64x6_2x2f_2cta_h_bz_TNT
0.4,753381,15,50225.4,50720.0,30304,72961,14077.9,nvjet_sm103_tst_128x120_64x6_1x4_h_bz_TNT
0.4,739301,5,147860.2,133473.0,116641,210401,37460.9,nvjet_sm103_tst_192x240_64x5_2x1_2cta_v_bz_NNT
0.4,735174,15,49011.6,49248.0,34752,64160,9094.9,nvjet_sm103_tst_128x208_64x7_2x2_2cta_h_bz_TNT
0.4,726052,10,72605.2,71409.0,51104,98048,15283.7,nvjet_sm103_tst_128x224_64x7_2x2_2cta_h_bz_TNT
0.4,707012,15,47134.1,41984.0,28640,68833,12431.3,nvjet_sm103_tst_128x136_64x6_4x1_v_bz_TNT
0.4,706630,5,141326.0,149153.0,93281,178370,32342.0,nvjet_sm103_tst_256x240_64x4_2x1_2cta_v_bz_NNT
0.4,698502,15,46566.8,39264.0,28576,76865,16472.2,nvjet_sm103_tst_128x176_64x7_2x1_2cta_v_bz_NNT
0.4,688805,15,45920.3,55969.0,12736,68865,19866.4,nvjet_sm103_tst_128x16_64x11_1x2_h_bz_NNT
0.4,682725,20,34136.3,33024.0,20001,52737,10075.4,nvjet_sm103_tst_64x48_64x16_2x2_2cta_h_bz_TNT
0.4,646631,10,64663.1,65137.0,48257,82209,11151.2,nvjet_sm103_tst_256x224_64x4_2x1_2cta_v_bz_NNT
0.4,644933,20,32246.7,28656.0,20800,66144,11384.4,nvjet_sm103_tst_128x40_64x10_2x2_h_bz_splitK_TNT
0.4,644420,10,64442.0,66032.5,47968,78593,11821.1,nvjet_sm103_tst_256x136_64x4_1x4_h_bz_TNT
0.4,627367,15,41824.5,36800.0,28513,64289,11092.9,nvjet_sm103_tst_128x96_64x9_2x2_2cta_h_bz_TNT
0.4,617094,10,61709.4,60305.0,48928,79264,8349.8,nvjet_sm103_tst_128x288_64x6_2x1_2cta_v_bz_NNT
0.4,614918,25,24596.7,24320.0,16672,33569,4073.7,nvjet_sm103_tst_128x24_64x11_4x2_h_bz_NNT
0.3,608612,15,40574.1,40864.0,28961,61376,9756.2,nvjet_sm103_tst_128x80_64x10_2x2_2cta_h_bz_TNT
0.3,606690,10,60669.0,57024.5,43904,80512,13953.4,nvjet_sm103_tst_128x240_64x6_2x1_2cta_v_bz_NNT
0.3,605252,20,30262.6,29056.5,22272,45376,5971.1,nvjet_sm103_tst_96x128_64x9_2x2_2cta_h_bz_NNN
0.3,599334,5,119866.8,139073.0,80865,155426,35592.2,nvjet_sm103_tst_192x176_64x6_2x2f_2cta_h_bz_TNT
0.3,522374,10,52237.4,50800.5,26945,94849,19330.6,nvjet_sm103_tst_128x88_64x7_1x4_h_bz_TNT
0.3,521060,5,104212.0,109473.0,85536,126785,17734.8,nvjet_sm103_tst_192x288_64x5_2x1_2cta_v_bz_NNT
0.3,512452,10,51245.2,55009.0,37664,63104,9387.9,nvjet_sm103_tst_128x200_64x5_4x1_v_bz_TNT
0.3,511557,15,34103.8,31904.0,22464,53985,9280.5,nvjet_sm103_tst_64x88_64x11_4x1_v_bz_TNT
0.3,501605,15,33440.3,35936.0,22592,42656,6560.7,nvjet_sm103_tst_64x40_64x16_2x2_h_bz_TNT
0.3,498788,5,99757.6,112576.0,73537,125153,24125.9,nvjet_sm103_tst_128x256_64x6_2x2_2cta_h_bz_TNT
0.3,475523,10,47552.3,33728.5,21984,98752,30043.7,nvjet_sm103_tst_64x80_64x16_2x2_2cta_h_bz_TNT
0.3,475461,10,47546.1,49313.0,37312,59937,8171.6,nvjet_sm103_tst_128x240_64x6_2x2_2cta_h_bz_TNT
0.3,469987,15,31332.5,28096.0,22720,54176,8416.0,nvjet_sm103_tst_128x56_64x9_2x1_v_bz_NNT
0.3,466722,10,46672.2,49632.5,31168,61152,10134.0,nvjet_sm103_tst_192x160_64x6_2x2_2cta_h_bz_TNT
0.3,463429,10,46342.9,40144.0,29344,64097,12762.8,nvjet_sm103_tst_128x24_64x11_1x2_h_bz_NNT
0.3,452772,5,90554.4,94657.0,76865,108033,13237.1,nvjet_sm103_tst_256x128_64x5_2x2f_2cta_h_bz_NNT
0.2,428644,10,42864.4,40080.0,25664,64256,14098.5,nvjet_sm103_tst_128x48_64x11_2x2_2cta_h_bz_TNT
0.2,410372,5,82074.4,80801.0,66465,101121,12931.5,nvjet_sm103_tst_128x272_64x4_2x1_v_bz_NNT
0.2,398916,5,79783.2,80097.0,72801,86785,6736.3,nvjet_sm103_tst_128x160_64x8_4x1f_2cta_v_bz_NNT
0.2,398336,5,79667.2,83360.0,64608,97504,14158.5,nvjet_sm103_tst_256x224_64x4_2x2_2cta_h_bz_TNT
0.2,397027,10,39702.7,39280.0,24544,55232,10035.4,nvjet_sm103_tst_64x112_64x14_2x2_2cta_h_bz_TNT
0.2,371618,10,37161.8,37088.0,27552,46272,5695.7,nvjet_sm103_tst_128x144_64x8_2x1_2cta_v_bz_NNT
0.2,351618,5,70323.6,73184.0,60289,82497,9653.8,nvjet_sm103_tst_128x232_64x4_2x1_v_bz_NNT
0.2,318178,5,63635.6,69281.0,50304,77952,12446.4,nvjet_sm103_tst_192x224_64x5_2x2_2cta_h_bz_TNT
0.2,293889,5,58777.8,64384.0,46880,69056,10913.8,nvjet_sm103_tst_128x216_64x4_4x1_v_bz_TNT
0.1,252770,5,50554.0,49280.0,47905,55489,3107.5,nvjet_sm103_tst_192x144_64x6_2x2_2cta_h_bz_TNT
0.1,234017,5,46803.4,48064.0,36352,54177,6689.3,nvjet_sm103_tst_128x160_64x8_4x1_2cta_v_bz_NNT
0.1,204769,5,40953.8,43104.0,34176,47552,5774.0,nvjet_sm103_tst_128x104_64x7_2x1_v_bz_NNT
0.1,199009,5,39801.8,39776.0,34976,46688,4807.3,nvjet_sm103_tst_128x136_64x6_2x1_v_bz_NNT
0.1,181729,5,36345.8,37120.0,31872,41889,4056.5,nvjet_sm103_tst_64x176_64x11_2x2_2cta_h_bz_TNT
0.1,173665,5,34733.0,35392.0,29472,39360,4296.7,nvjet_sm103_tst_128x104_64x7_1x4_h_bz_TNT
0.1,146497,5,29299.4,30496.0,25120,33185,3551.2,nvjet_sm103_tst_128x88_64x7_2x1_v_bz_NNT
0.1,126498,5,25299.6,25249.0,24192,26689,1094.5,nvjet_sm103_tst_64x64_64x16_4x1_2cta_v_bz_NNT
0.0,14816,5,2963.2,3296.0,2272,3488,553.1,"void at::cuda::detail::prepare_grouped_gemm_data<cutlass::bfloat16_t, cutlass::bfloat16_t, cutlass::bfloat16_t, float, cute::tuple<int, int, int>, cute::tuple<long, cute::C<(int)1>, cute::C<(int)0>>, cute::tuple<cute::C<(int)1>, long, cute::C<(int)0>>, cute::tuple<long, cute::C<(int)1>, cute::C<(int)0>>>(T1 *, T2 *, T3 *, T4 *, T4 *, T1 **, T2 **, T3 **, T4 **, T4 **, T5 *, T6 *, T7 *, T8 *, const int *, int, int, int, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, long, long, bool, bool)"
0.0,14656,5,2931.2,3232.0,2240,3488,544.8,"void at::cuda::detail::prepare_grouped_gemm_data<cutlass::bfloat16_t, cutlass::bfloat16_t, cutlass::bfloat16_t, float, cute::tuple<int, int, int>, cute::tuple<long, cute::C<(int)1>, cute::C<(int)0>>, cute::tuple<long, cute::C<(int)1>, cute::C<(int)0>>, cute::tuple<long, cute::C<(int)1>, cute::C<(int)0>>>(T1 *, T2 *, T3 *, T4 *, T4 *, T1 **, T2 **, T3 **, T4 **, T4 **, T5 *, T6 *, T7 *, T8 *, const int *, int, int, int, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, long, long, bool, bool)"

