Generating SQLite file cp8ep1.L1.rank0.gate_up.timeline.sqlite from cp8ep1.L1.rank0.gate_up.timeline.nsys-rep
Processing [cp8ep1.L1.rank0.gate_up.timeline.sqlite] with [/opt/nvidia/nsight-systems/2025.3.2/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.3,459938,5,91987.6,90785.0,52576,129025,29120.7,nvjet_sm103_tst_192x224_64x5_2x2_2cta_h_bz_TNT
0.3,455842,5,91168.4,92833.0,74080,112481,16984.4,nvjet_sm103_tst_256x128_64x5_2x2_2cta_h_bz_TNT
0.3,445666,5,89133.2,87488.0,64736,116833,22584.3,nvjet_sm103_tst_256x224_64x4_2x2_2cta_h_bz_TNT
0.3,443651,5,88730.2,89153.0,32832,138145,38804.3,nvjet_sm103_tst_128x112_64x9_2x2_2cta_h_bz_TNT
0.3,434659,5,86931.8,90945.0,60032,114241,20135.6,nvjet_sm103_tst_128x160_64x8_4x1f_2cta_v_bz_NNT
0.3,418976,20,20948.8,20224.0,15648,25824,3063.8,nvjet_sm103_tst_128x24_64x11_4x2_h_bz_NNT
0.3,397955,10,39795.5,31728.0,25312,73057,16959.3,nvjet_sm103_tst_64x72_64x12_4x1_v_bz_TNT
0.2,353536,10,35353.6,37280.0,26336,43904,6693.3,nvjet_sm103_tst_128x72_64x8_2x1_v_bz_NNT
0.2,352834,10,35283.4,33072.0,26016,64897,10753.7,nvjet_sm103_tst_128x128_64x8_2x1_2cta_v_bz_NNT
0.2,334976,10,33497.6,30416.0,24288,53824,10753.1,nvjet_sm103_tst_128x64_64x10_2x1_2cta_v_bz_NNT
0.2,329411,10,32941.1,35504.0,24416,39937,5871.3,nvjet_sm103_tst_128x48_64x11_2x1_2cta_v_bz_NNT
0.2,319621,10,31962.1,31568.5,26528,38081,3823.0,nvjet_sm103_tst_128x96_64x9_2x2_2cta_h_bz_TNT
0.2,306882,10,30688.2,29120.0,17504,44928,11042.3,nvjet_sm103_tst_64x64_64x16_4x1_2cta_v_bz_NNT
0.2,292421,5,58484.2,59585.0,49921,70817,8376.6,nvjet_sm103_tst_128x160_64x8_2x2_2cta_h_bz_TNT
0.2,273122,10,27312.2,26912.0,20577,35840,5805.2,nvjet_sm103_tst_128x24_64x11_1x2_h_bz_NNT
0.2,259843,5,51968.6,60704.0,32096,72225,18319.9,nvjet_sm103_tst_128x96_64x9_2x1_2cta_v_bz_NNT
0.2,249856,5,49971.2,52384.0,40256,57728,8395.1,nvjet_sm103_tst_128x144_64x8_2x1_2cta_v_bz_NNT
0.2,248737,5,49747.4,67072.0,15136,83905,32303.9,nvjet_sm103_tst_128x104_64x7_2x1_v_bz_NNT
0.2,246821,5,49364.2,49729.0,45953,52737,2646.5,nvjet_sm103_tst_128x208_64x7_2x1_2cta_v_bz_NNT
0.2,241345,5,48269.0,49344.0,36608,58945,10687.8,nvjet_sm103_tst_128x240_64x6_2x2_2cta_h_bz_TNT
0.2,237891,5,47578.2,47041.0,23232,69953,18278.2,nvjet_sm103_tst_64x96_64x15_2x2_2cta_h_bz_TNT
0.2,237762,5,47552.4,48992.0,39904,59617,8146.4,nvjet_sm103_tst_192x160_64x6_2x2_2cta_h_bz_TNT
0.1,228642,5,45728.4,48064.0,33184,64801,13108.0,nvjet_sm103_tst_128x256_64x6_2x2_2cta_h_bz_TNT
0.1,225538,5,45107.6,47968.0,27520,57856,12748.4,nvjet_sm103_tst_128x104_64x7_1x4_h_bz_TNT
0.1,224579,5,44915.8,46337.0,37505,56129,7615.8,nvjet_sm103_tst_128x200_64x5_4x1_v_bz_TNT
0.1,216066,5,43213.2,48961.0,30720,54688,11422.4,nvjet_sm103_tst_128x176_64x7_2x1_2cta_v_bz_NNT
0.1,215777,5,43155.4,40512.0,35744,55457,7618.6,nvjet_sm103_tst_128x136_64x6_4x1_v_bz_TNT
0.1,209217,5,41843.4,37792.0,28352,69121,16410.5,nvjet_sm103_tst_128x48_64x11_2x2_2cta_h_bz_TNT
0.1,169377,5,33875.4,34240.0,26432,40960,5737.1,nvjet_sm103_tst_192x112_64x6_2x2_2cta_h_bz_NNT
0.1,162209,5,32441.8,33184.0,25793,37600,4288.1,nvjet_sm103_tst_128x72_64x8_1x4_h_bz_TNT
0.1,122338,5,24467.6,25152.0,21761,27745,2548.4,nvjet_sm103_tst_96x128_64x9_2x2_2cta_h_bz_NNN
0.1,116384,5,23276.8,25408.0,16896,27648,4889.0,nvjet_sm103_tst_64x56_64x14_4x1_v_bz_NNT
0.1,107680,5,21536.0,22080.0,19104,23776,1982.3,nvjet_sm103_tst_64x48_64x16_2x1_2cta_v_bz_splitK_TNT
0.1,107617,5,21523.4,22944.0,16896,27360,4451.1,nvjet_sm103_tst_128x80_64x10_2x2_2cta_h_bz_TNT
0.1,104129,5,20825.8,21185.0,18432,23104,2147.8,nvjet_sm103_tst_64x16_64x16_2x1_2cta_v_bz_splitK_TNT
0.1,92992,5,18598.4,18336.0,15552,21824,2449.3,nvjet_sm103_tst_64x48_64x16_4x1_2cta_v_bz_NNT
0.0,14720,5,2944.0,2944.0,2336,3712,557.5,"void at::cuda::detail::prepare_grouped_gemm_data<cutlass::bfloat16_t, cutlass::bfloat16_t, cutlass::bfloat16_t, float, cute::tuple<int, int, int>, cute::tuple<long, cute::C<(int)1>, cute::C<(int)0>>, cute::tuple<long, cute::C<(int)1>, cute::C<(int)0>>, cute::tuple<long, cute::C<(int)1>, cute::C<(int)0>>>(T1 *, T2 *, T3 *, T4 *, T4 *, T1 **, T2 **, T3 **, T4 **, T4 **, T5 *, T6 *, T7 *, T8 *, const int *, int, int, int, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, long, long, bool, bool)"
0.0,14368,5,2873.6,2976.0,2240,3456,511.7,"void at::cuda::detail::prepare_grouped_gemm_data<cutlass::bfloat16_t, cutlass::bfloat16_t, cutlass::bfloat16_t, float, cute::tuple<int, int, int>, cute::tuple<long, cute::C<(int)1>, cute::C<(int)0>>, cute::tuple<cute::C<(int)1>, long, cute::C<(int)0>>, cute::tuple<long, cute::C<(int)1>, cute::C<(int)0>>>(T1 *, T2 *, T3 *, T4 *, T4 *, T1 **, T2 **, T3 **, T4 **, T4 **, T5 *, T6 *, T7 *, T8 *, const int *, int, int, int, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, std::array<long, (unsigned long)3>, long, long, bool, bool)"

